Chick ID ,band.n,nest,clutch.size,hatch.date,band.date,day,wing,tail,tarsus,post.cul.length,ant.cul.length,ant.cul.depth,ant.cul.width,digital weight,pin.length,feather.length,feather.total.length,feathered.ratio,Day of pin break ,Mainland or Island,,
R1,,16-40,,,,6,26.6,,15.6,,,,,10.7,,,,,,0,,
R1,,16-40,,,,4,16.2,,12.4,,,,,7,,,,,,0,,
R1,,16-40,,,,2,8.1,,8.8,,,,,4,,,,,,0,,
L1,,16-41,,,,8,29.8,,16.8,,,,,10.5,,,,,,0,,
R1,,16-41,,,,8,34.9,,17.9,,,,,10.6,,,,,,0,,
R2,,16-41,,,,8,33,,17.1,,,,,10.2,,,,,,0,,
L1,,16-41,,,,6,21,,14.2,,,,,7.7,,,,,,0,,
R1,,16-41,,,,6,26.5,,16.9,,,,,9.2,,,,,,0,,
R2,,16-41,,,,6,24,,15.4,,,,,8.5,,,,,,0,,
L1,,16-41,,,,4,11.1,,11.2,,,,,6,,,,,,0,,
R1,,16-41,,,,4,16.9,,14,,,,,7.9,,,,,,0,,
R2,,16-41,,,,4,13.8,,12.1,,,,,6.8,,,,,,0,,
L1,,16-41,,,,2,5.6,,8,,,,,3.4,,,,,,0,,
R1,,16-41,,,,2,8.1,,9.7,,,,,4.5,,,,,,0,,
R2,,16-41,,,,2,6.2,,8.2,,,,,4,,,,,,0,,
L1,,16-42,,,,8,29.2,,17.3,,,,,11,,,,,,0,,
R1,,16-42,,,,8,29.1,,16.3,,,,,10.6,,,,,,0,,
L1,,16-42,,,,6,21,,14.9,,,,,8.5,,,,,,0,,
R1,,16-42,,,,6,20.1,,13.1,,,,,8.3,,,,,,0,,
L1,,16-42,,,,4,11.8,,11,,,,,5.6,,,,,,0,,
R1,,16-42,,,,4,10.3,,9.8,,,,,4.7,,,,,,0,,
L1,,16-42,,,,2,5,,7.5,,,,,3,,,,,,0,,
R1,,16-42,,,,2,4.7,,7.1,,,,,2.5,,,,,,0,,
L1,,16-43-2,,,,2,6.4,,8.1,,,,,3.5,,,,,,0,,
R1,,16-43-2,,,,2,5.3,,7.6,,,,,2,,,,,,0,,
R2,,16-43-2,,,,2,5,,6.7,,,,,2,,,,,,0,,
R1,,16-44,,,,8,38,,18.9,,,,,10.1,,,,,,0,,
R1,,16-44,,,,6,30.8,,17.4,,,,,9.5,,,,,,0,,
R1,,16-44,,,,4,20.7,,14.2,,,,,7.5,,,,,,0,,
R1,,16-44,,,,2,10.4,,10.5,,,,,4.8,,,,,,0,,
R1,,16-45,,,,8,28.1,,16,,,,,8.8,,,,,,0,,
R1,,16-45,,,,6,17.8,,13.2,,,,,6.7,,,,,,0,,
L1,,16-45,,,,4,9,,9.4,,,,,3,,,,,,0,,
R1,,16-45,,,,4,10,,9.9,,,,,4.7,,,,,,0,,
L1,,16-45,,,,2,5.8,,8,,,,,2.9,,,,,,0,,
R1,,16-45,,,,2,5.2,,7,,,,,2.8,,,,,,0,,
R2,,16-45,,,,2,4.9,,6.5,,,,,2.4,,,,,,0,,
L1,,16-46,,,,8,30.8,,17.4,,,,,9.8,,,,,,0,,
R1,,16-46,,,,8,32.9,,17.7,,,,,10.2,,,,,,0,,
L1,,16-46,,,,6,22.1,,14.9,,,,,8.2,,,,,,0,,
R1,,16-46,,,,6,23.4,,15.4,,,,,8.8,,,,,,0,,
L1,,16-46,,,,4,12,,11.3,,,,,6,,,,,,0,,
R1,,16-46,,,,4,13,,11.8,,,,,6.6,,,,,,0,,
L1,,16-46,,,,2,5.8,,8,,,,,3.3,,,,,,0,,
R1,,16-46,,,,2,6.1,,7.9,,,,,3.7,,,,,,0,,
L1,,16-46073,,,,8,32.9,,18.2,,,,,8.9,,,,,,0,,
L1,,16-46073,,,,6,24.5,,16.5,,,,,9.2,,,,,,0,,
L1,,16-46073,,,,4,15.7,,13.2,,,,,6.5,,,,,,0,,
R1,,16-46073,,,,4,13.6,,12.5,,,,,6,,,,,,0,,
R2,,16-46073,,,,4,19.2,,14.3,,,,,7.9,,,,,,0,,
L1,,16-46073,,,,2,7.4,,8.7,,,,,3.2,,,,,,0,,
R1,,16-46073,,,,2,6.8,,8.3,,,,,3,,,,,,0,,
R2,,16-46073,,,,2,9.3,,9.7,,,,,4.6,,,,,,0,,
L1,,16-46075,,,,9,34.2,,17.3,,,,,10.6,,,,,,0,,
R1,,16-46075,,,,9,36.9,,18.6,,,,,11.3,,,,,,0,,
R2,,16-46077,,,,8,32.7,,17.3,,,,,10,,,,,,0,,
R1,,16-46077,,,,6,23.7,,15.7,,,,,8.8,,,,,,0,,
R2,,16-46077,,,,6,24.4,,15.8,,,,,8.9,,,,,,0,,
L1,,16-46077,,,,4,13.5,,11.5,,,,,5.8,,,,,,0,,
R1,,16-46077,,,,4,13.9,,12.3,,,,,6.5,,,,,,0,,
R2,,16-46077,,,,4,14.8,,12.5,,,,,6.3,,,,,,0,,
L1,,16-46077,,,,2,6.9,,8,,,,,3.5,,,,,,0,,
R1,,16-46077,,,,2,6.5,,8.4,,,,,3.7,,,,,,0,,
R2,,16-46077,,,,2,6.9,,8.4,,,,,3.6,,,,,,0,,
R1,,16-46081,,,,8,31.2,,17.3,,,,,10.4,,,,,,0,,
R1,,16-46081,,,,6,24.4,,16,,,,,8.6,,,,,,0,,
R1,,16-46081,,,,4,15.5,,12.5,,,,,6.5,,,,,,0,,
R1,,16-46081,,,,2,6.5,,8.9,,,,,3.7,,,,,,0,,
L1,,16-47,,,,8,30.7,,17.5,,,,,9.4,,,,,,0,,
R1,,16-47,,,,8,32.5,,18.3,,,,,11.3,,,,,,0,,
R2,,16-47,,,,8,30.3,,17.5,,,,,9,,,,,,0,,
L1,,16-47,,,,6,21.8,,15.5,,,,,7.5,,,,,,0,,
R1,,16-47,,,,6,23.3,,15.7,,,,,8.5,,,,,,0,,
R2,,16-47,,,,6,21.7,,15.1,,,,,7.3,,,,,,0,,
L1,,16-47,,,,4,12.2,,11.5,,,,,5.5,,,,,,0,,
R1,,16-47,,,,4,13.8,,12.3,,,,,6.3,,,,,,0,,
R2,,16-47,,,,4,12.5,,11.2,,,,,5.3,,,,,,0,,
L1,,16-47,,,,2,5.8,,8.2,,,,,3.1,,,,,,0,,
R1,,16-47,,,,2,6.1,,8.5,,,,,3,,,,,,0,,
R2,,16-47,,,,2,6.2,,8.1,,,,,3.1,,,,,,0,,
L1,,16-49,,,,8,27.7,,15.7,,,,,9.8,,,,,,0,,
R1,,16-49,,,,8,29.4,,17.2,,,,,11.2,,,,,,0,,
L1,,16-49,,,,6,18.2,,13.2,,,,,7.6,,,,,,0,,
R1,,16-49,,,,6,20.2,,14.3,,,,,8.8,,,,,,0,,
L1,,16-49,,,,3,7.2,,8.9,,,,,3.5,,,,,,0,,
R1,,16-49,,,,3,8.2,,9.8,,,,,4.2,,,,,,0,,
R2,,16-49,,,,3,5.4,,7.3,,,,,2.3,,,,,,0,,
L1,,16-49-2,,,,8,35,,17.9,,,,,10.3,,,,,,0,,
R1,,16-49-2,,,,8,31.2,,17.3,,,,,9.8,,,,,,0,,
L1,,16-49-2,,,,6,26,,15.5,,,,,9.1,,,,,,0,,
R1,,16-49-2,,,,6,21.8,,14.6,,,,,7.8,,,,,,0,,
L1,,16-49-2,,,,4,16.8,,12.5,,,,,6.1,,,,,,0,,
R1,,16-49-2,,,,4,12.8,,11.7,,,,,5.6,,,,,,0,,
L1,,16-49-2,,,,2,9,,9.3,,,,,3.6,,,,,,0,,
R1,,16-49-2,,,,2,6.3,,8.3,,,,,3.4,,,,,,0,,
R1,,16-50-2,,,,7,29.4,,18.1,,,,,9.7,,,,,,0,,
R1,,16-53,,,,9,40.1,,18.3,,,,,11,,,,,,0,,
L1,,16-56-2,,,,8,35.2,,18.3,,,,,10.3,,,,,,0,,
R1,,16-56-2,,,,8,36.3,,18.3,,,,,10.7,,,,,,0,,
L1,,16-56-2,,,,6,25.6,,16,,,,,9.3,,,,,,0,,
R1,,16-56-2,,,,6,27.8,,16.3,,,,,9.9,,,,,,0,,
L1,,16-56-2,,,,4,16.1,,13.1,,,,,6.1,,,,,,0,,
R1,,16-56-2,,,,4,16.6,,13.1,,,,,7,,,,,,0,,
R2,,16-56-2,,,,4,12.3,,11.6,,,,,6.1,,,,,,0,,
L1,,16-56-2,,,,2,8,,9.7,,,,,4.1,,,,,,0,,
R1,,16-56-2,,,,2,8.7,,8.6,,,,,4.5,,,,,,0,,
R2,,16-56-2,,,,2,6.1,,7.7,,,,,3.2,,,,,,0,,
R1,,16-65,,,,6,23.9,,15.9,,,,,9,,,,,,0,,
R2,,16-65,,,,6,24,,16.2,,,,,9.4,,,,,,0,,
L1,,16-65,,,,4,12.5,,12.1,,,,,6,,,,,,0,,
R1,,16-65,,,,4,12.9,,12,,,,,5.4,,,,,,0,,
R2,,16-65,,,,4,14.4,,12.4,,,,,6.1,,,,,,0,,
L1,,16-65,,,,2,6.3,,8.7,,,,,3.1,,,,,,0,,
R1,,16-65,,,,2,6.6,,8.8,,,,,3,,,,,,0,,
R2,,16-65,,,,2,7.4,,8.9,,,,,3.5,,,,,,0,,
R1,,16-69,,,,8,33.4,,17.1,,,,,9.5,,,,,,0,,
L1,,16-71,,,,8,35.4,,18.6,,,,,11.5,,,,,,0,,
R1,,16-71,,,,8,35,,18.8,,,,,12.1,,,,,,0,,
R2,,16-71,,,,8,32.9,,18.1,,,,,10.5,,,,,,0,,
L1,,16-71,,,,6,26.6,,17.3,,,,,10.2,,,,,,0,,
R1,,16-71,,,,6,24.5,,16.8,,,,,10.4,,,,,,0,,
R2,,16-71,,,,6,22.2,,15.5,,,,,9.5,,,,,,0,,
L1,,16-71,,,,4,16.6,,13.8,,,,,7.5,,,,,,0,,
R1,,16-71,,,,4,15.4,,13.2,,,,,6.7,,,,,,0,,
R2,,16-71,,,,4,12.1,,11.9,,,,,6.2,,,,,,0,,
L1,,16-71,,,,2,8.8,,9.8,,,,,4.4,,,,,,0,,
R1,,16-71,,,,2,6.9,,9.1,,,,,3.9,,,,,,0,,
R2,,16-71,,,,2,5.8,,8.2,,,,,3.6,,,,,,0,,
L1,,16-72-2,,,,8,32.3,,18,,,,,10.6,,,,,,0,,
R1,,16-72-2,,,,8,32.8,,17.9,,,,,10.9,,,,,,0,,
R2,,16-72-2,,,,8,29,,17.3,,,,,9.6,,,,,,0,,
L1,,16-72-2,,,,6,23.6,,15.6,,,,,8.6,,,,,,0,,
R1,,16-72-2,,,,6,22.8,,15.4,,,,,10.2,,,,,,0,,
R2,,16-72-2,,,,6,18.2,,14.5,,,,,7.6,,,,,,0,,
L1,,16-72-2,,,,4,13.2,,12.3,,,,,5.9,,,,,,0,,
R1,,16-72-2,,,,4,13.6,,11.7,,,,,6.3,,,,,,0,,
R2,,16-72-2,,,,4,10.2,,10.7,,,,,4.6,,,,,,0,,
L1,,16-72-2,,,,2,6,,8,,,,,3.3,,,,,,0,,
R1,,16-72-2,,,,2,6.2,,8.2,,,,,3.2,,,,,,0,,
R2,,16-72-2,,,,2,4.8,,7.3,,,,,2.6,,,,,,0,,
L1,,16-76,,,,8,30.7,,16.7,,,,,8.5,,,,,,0,,
R1,,16-76,,,,8,32.9,,18,,,,,10.3,,,,,,0,,
R2,,16-76,,,,8,34.1,,17.9,,,,,9.5,,,,,,0,,
L1,,16-76,,,,6,22.5,,14.3,,,,,7.8,,,,,,0,,
R1,,16-76,,,,6,25.2,,15.8,,,,,9.1,,,,,,0,,
R2,,16-76,,,,6,25.6,,15.9,,,,,9.7,,,,,,0,,
L1,,16-76,,,,4,12.4,,11.7,,,,,5.5,,,,,,0,,
R1,,16-76,,,,4,14.8,,13,,,,,6.8,,,,,,0,,
R2,,16-76,,,,4,16.4,,12.9,,,,,7,,,,,,0,,
L1,,16-76,,,,2,6.4,,7.7,,,,,3.2,,,,,,0,,
R1,,16-76,,,,2,7.6,,9.1,,,,,3.8,,,,,,0,,
R2,,16-76,,,,2,7.5,,9.1,,,,,4.1,,,,,,0,,
L1,,16-77,,,,8,33.1,,18.1,,,,,9.7,,,,,,0,,
R2,,16-77,,,,8,27.7,,16.1,,,,,7.9,,,,,,0,,
L1,,16-77,,,,6,24.4,,15.8,,,,,8.7,,,,,,0,,
R1,,16-77,,,,6,25,,16.4,,,,,8.6,,,,,,0,,
R2,,16-77,,,,6,18.8,,13.3,,,,,6.1,,,,,,0,,
L1,,16-77,,,,4,14.5,,12.3,,,,,5.9,,,,,,0,,
R1,,16-77,,,,4,14,,12.8,,,,,6.3,,,,,,0,,
R2,,16-77,,,,4,10,,10.1,,,,,4.7,,,,,,0,,
L1,,16-77,,,,2,6.5,,8.3,,,,,3.4,,,,,,0,,
R1,,16-77,,,,2,6.8,,9,,,,,3.5,,,,,,0,,
R2,,16-77,,,,2,5.3,,7.3,,,,,2.9,,,,,,0,,
R1,,16-78,,,,4,8.7,,10.3,,,,,2.9,,,,,,0,,
L1,,16-78,,,,2,6,,7.5,,,,,2.9,,,,,,0,,
R1,,16-78,,,,2,6.9,,9.2,,,,,4,,,,,,0,,
R2,,16-78,,,,2,5.9,,7.8,,,,,3,,,,,,0,,
L1,,16-81,,,,8,38,,19,,,,,10.7,,,,,,0,,
R1,,16-81,,,,8,34.2,,17.5,,,,,10.6,,,,,,0,,
L1,,16-81,,,,6,25.5,,15.6,,,,,8.5,,,,,,0,,
R1,,16-81,,,,6,29.6,,17.7,,,,,10.4,,,,,,0,,
L1,,16-81,,,,4,20,,14.2,,,,,8.2,,,,,,0,,
R1,,16-81,,,,4,15.2,,12.3,,,,,6.5,,,,,,0,,
L1,,16-81,,,,2,19.7,,10.3,,,,,5.1,,,,,,0,,
R1,,16-81,,,,2,6.7,,8.2,,,,,3.6,,,,,,0,,
L1,,16-83,,,,6,22.7,,14.7,,,,,6.8,,,,,,0,,
R1,,16-83,,,,6,23.7,,15.9,,,,,7.8,,,,,,0,,
L1,,16-83,,,,4,13.5,,12.1,,,,,5.9,,,,,,0,,
R1,,16-83,,,,4,14.2,,12.5,,,,,5.9,,,,,,0,,
R2,,16-83,,,,4,9.6,,9.9,,,,,3.7,,,,,,0,,
L1,,16-83,,,,2,6.6,,8.5,,,,,3.7,,,,,,0,,
R1,,16-83,,,,2,6.6,,8.5,,,,,3.5,,,,,,0,,
R2,,16-83,,,,2,5.1,,6.8,,,,,2.4,,,,,,0,,
L1,,16-85,,,,9,34.8,,18.7,,,,,10.3,,,,,,0,,
R1,,16-85,,,,9,35.8,,18.7,,,,,11.4,,,,,,0,,
R2,,16-85,,,,9,31,,16.7,,,,,8.8,,,,,,0,,
L1,,16-86,,,,8,32.4,,17.3,,,,,9.1,,,,,,0,,
R1,,16-86,,,,8,26.9,,16,,,,,6.6,,,,,,0,,
R2,,16-86,,,,8,35.1,,18.5,,,,,9.6,,,,,,0,,
L1,,16-86,,,,6,24.8,,16,,,,,8.6,,,,,,0,,
R1,,16-86,,,,6,18.7,,13.7,,,,,6.4,,,,,,0,,
R2,,16-86,,,,6,26.7,,16.5,,,,,9.3,,,,,,0,,
L1,,16-86,,,,4,14.3,,13.1,,,,,6.7,,,,,,0,,
R1,,16-86,,,,4,10.2,,10.2,,,,,4.8,,,,,,0,,
R2,,16-86,,,,4,15.8,,13.4,,,,,7.7,,,,,,0,,
L1,,16-86,,,,2,6.4,,7.9,,,,,3.8,,,,,,0,,
R1,,16-86,,,,2,5.1,,7,,,,,2.4,,,,,,0,,
R2,,16-86,,,,2,7.5,,9.2,,,,,4,,,,,,0,,
L1,,16-87,,,,8,28.5,,16.3,,,,,7.5,,,,,,0,,
R1,,16-87,,,,8,33,,17.5,,,,,6.8,,,,,,0,,
R2,,16-87,,,,8,33.8,,18.1,,,,,8,,,,,,0,,
L1,,16-87,,,,6,20.6,,14.1,,,,,6.5,,,,,,0,,
R1,,16-87,,,,6,25.9,,15.8,,,,,6.5,,,,,,0,,
R2,,16-87,,,,6,25.5,,16.5,,,,,9.2,,,,,,0,,
L1,,16-87,,,,4,11.6,,10.9,,,,,4.9,,,,,,0,,
R1,,16-87,,,,4,16.4,,13.5,,,,,5.5,,,,,,0,,
R2,,16-87,,,,4,16.8,,13.4,,,,,5.7,,,,,,0,,
1MA1,N/A,12025.1,2,45953,N/A,4,17.1,1.5,12.7,4.95,3.3,2.3,2.7,5.75,5.3,0,5.3,0,,1,,MA1
2MA1,N/A,12025.1,2,45953,N/A,4,13.5,1.5,11.8,4.9,3.4,2,2.6,5.09,3.4,0,3.4,0,,1,,MA2
1MA1,N/A,12025.1,2,45953,N/A,2,8.5,0,9.1,3.8,3,2.4,2.4,3.34,0,0,0,0,,1,,MA3
2MA1,N/A,12025.1,2,45953,N/A,2,7.7,0,8.1,3.65,2.55,2,2,3.01,0,0,0,0,,1,,MA4
1MA10,N/A,12025.1,3,45968,N/A,3,13.2,1.5,11.1,3.9,2.6,2.2,2.7,4.55,2.6,0,2.6,0,,1,,MA10
2MA10,N/A,12025.1,3,45968,N/A,3,11.3,1.5,9.8,4.1,2.4,2.2,2.6,4.24,1.8,0,1.8,0,,1,,MA10
3MA10,N/A,12025.1,3,45968,N/A,3,12.95,2,11.7,4.3,3,2.6,2.5,4.79,2.2,0,2.2,0,,1,,MA10
1MA10,N/A,12025.1,3,45968,N/A,1,7,1,7.9,3.4,2,1.6,1.5,2.44,0,0,0,0,,1,,MA10
2MA10,N/A,12025.1,3,45968,N/A,1,6.8,1,7.6,3.4,2.3,1.5,1.6,2.3,0,0,0,0,,1,,MA10
3MA10,N/A,12025.1,3,45968,N/A,1,5.8,1,6.65,3.1,2.4,1.3,1.5,1.88,0,0,0,0,,1,,MA10
1MA22,N/A,12025.22,3,45975,N/A,6,22.5,4,14.5,5.6,4.1,2.9,2.1,6.98,9.3,0,9.3,0,,1,,MA22
2MA22,N/A,12025.22,3,45975,N/A,6,21.3,4.5,14.5,5,2.9,2,2,6.09,9.7,0,9.7,0,,1,,MA22
1MA22,N/A,12025.22,3,45975,N/A,4,9.6,2,11.2,4.5,2.8,2.6,2.4,4.88,3.6,0,3.6,0,,1,,MA22
2MA22,N/A,12025.22,3,45975,N/A,4,14.1,3,11.3,4.3,3,2.2,1.9,4.77,4.2,0,4.2,0,,1,,MA22
1MA22,N/A,12025.22,3,45975,N/A,2,7.1,1,8.1,3.3,1.8,1.9,2.2,2.55,0,0,0,0,,1,,MA22
2MA22,N/A,12025.22,3,45975,N/A,2,7.2,1.5,7.9,3.6,2.8,1.9,2,2.71,0,0,0,0,,1,,MA22
1MA30,N/A,12025.3,3,45965,N/A,4,16,1.5,12.3,4.5,3,2,2.4,5.56,4.4,0,4.4,0,,1,,MA30
2MA30,N/A,12025.3,3,45965,N/A,4,19,1.5,13.7,4.8,3.4,2,2.5,6.54,6.8,0,6.8,0,,1,,MA30
3MA30,N/A,12025.3,3,45965,N/A,4,20.3,2,14.1,5.3,3.5,2,2.6,6.68,8,0,8,0,,1,,MA30
1MA30,N/A,12025.3,3,45965,N/A,2,8,1.5,8.3,3.4,2.5,1.8,2.1,2.97,0,0,0,0,,1,,MA30
2MA30,N/A,12025.3,3,45965,N/A,2,10.3,1.5,9.9,3.9,2.4,1.85,2.2,3.69,1.1,0,1.1,0,,1,,MA30
3MA30,N/A,12025.3,3,45965,N/A,2,11.6,2,10.7,4.2,2.9,2.1,2.6,3.97,1.6,0,1.6,0,,1,,MA30
1MA32,76465,12025.32,4,45981,45988,7,31.1,6.5,16.7,6.8,4.5,2.2,2.3,8.65,14.5,4.7,19.2,0.324137931,7,1,,MA32
2MA32,76464,12025.32,4,45981,45988,7,29.1,5,16.4,6.3,4.1,2.3,2.5,8.37,13.4,3.8,17.2,0.28358209,7,1,,MA32
3MA32,76462,12025.32,4,45981,45988,7,30.5,7,16.3,6.35,3.75,2.2,2.5,8.01,13.7,4.5,18.2,0.328467153,7,1,,MA32
4MA32,76463,12025.32,4,45981,45988,7,22.7,3,14.3,5.9,3.4,2,2.4,6.35,10.6,0.4,11,0.037735849,7,1,,MA32
1MA32,76465,12025.32,4,45981,45988,4,16.8,2.5,13.3,5.2,3.4,2,2.1,5.95,4.1,0,4.1,0,,1,,MA32
2MA32,76464,12025.32,4,45981,45988,4,15,3,12.5,4.1,3.2,2.1,2.4,5.1,3.4,0,3.4,0,,1,,MA32
3MA32,76462,12025.32,4,45981,45988,4,16,3,12.4,4.7,3.1,1.9,2.1,4.93,4.3,0,4.3,0,,1,,MA32
4MA32,76463,12025.32,4,45981,45988,4,9.4,2,9.1,4,2.7,1.8,2.1,2.99,1.4,0,1.4,0,,1,,MA32
1MA32,76465,12025.32,4,45981,45988,2,3.2,8.4,9.3,4,2.8,2,2.1,2,0,0,0,0,,1,,MA32
2MA32,76464,12025.32,4,45981,45988,2,2.97,8.2,8.8,4,2.7,2.2,2.2,2,0,0,0,0,,1,,MA32
3MA32,76462,12025.32,4,45981,45988,2,2.84,7.7,8.8,3.7,2.8,1.9,2,2,0,0,0,0,,1,,MA32
4MA32,76463,12025.32,4,45981,45988,2,1.87,5.9,6.8,3.2,2.7,1.8,1.9,1.5,0,0,0,0,,1,,MA32
1MA43,N/A,12025.43,3,45970,N/A,6,30,5,15.3,6.1,4,2,2.5,7.24,13,2.2,15.2,0.169230769,6,1,,MA43
1WG43,N/A,12025.43,3,45995,N/A,6,19.8,2.5,13.6,5.4,3.4,2.1,2.4,6.65,7.3,0,7.3,0,,1,,MA43
2MA43,N/A,12025.43,3,45970,N/A,6,29.9,4.5,16.25,5.9,3.6,2.2,2.6,8.34,13,2.7,15.7,0.207692308,6,1,,MA43
2WG43,N/A,12025.43,3,45995,N/A,6,25,4.5,14.9,5.6,3.65,2.1,2.45,7.92,11.2,0,11.2,0,,1,,MA43
3MA43,N/A,12025.43,3,45970,N/A,6,26.4,4,15,5.7,3.85,2.2,2.6,7.5,12.4,1,13.4,0.080645161,6,1,,MA43
3WG43,N/A,12025.43,3,45995,N/A,6,25,4,14.3,5.7,3.5,2,2.5,7.38,11.2,0,11.2,0,,1,,MA43
1MA43,N/A,12025.43,3,45970,N/A,4,19.6,2.5,13.5,6,3.3,2,2.5,5.4,7.9,0,7.9,0,,1,,MA43
1WG43,N/A,12025.43,3,45995,N/A,4,11.4,2,10.1,4.35,2.7,1.75,2.2,4.92,1.2,0,1.2,0,,1,,MA43
2MA43,N/A,12025.43,3,45970,N/A,4,18,2,14,5.3,3.2,2.1,2.5,5.9,7.8,0,7.8,0,,1,,MA43
2WG43,N/A,12025.43,3,45995,N/A,4,16.3,3,12.25,4.9,3.1,1.85,2,6.27,4.3,0,4.3,0,,1,,MA43
3MA43,N/A,12025.43,3,45970,N/A,4,17.1,1.5,12.2,5,3.2,2.2,2.3,5.44,5.9,0,5.9,0,,1,,MA43
3WG43,N/A,12025.43,3,45995,N/A,4,15.2,2.5,11.7,5,3,2,2.3,5.88,4.2,0,4.2,0,,1,,MA43
1MA43,N/A,12025.43,3,45970,N/A,2,10.4,1.5,10.2,4,2.6,1.8,2.3,3.89,0.7,0,0.7,0,,1,,MA43
1WG43,N/A,12025.43,3,45995,N/A,2,7.4,1,6.5,3.5,2,1.6,1.5,2.08,0,0,0,0,,1,,MA43
2MA43,N/A,12025.43,3,45970,N/A,2,10.5,1.5,9.9,4.1,2.75,2.2,2.5,3.99,0.8,0,0.8,0,,1,,MA43
2WG43,N/A,12025.43,3,45995,N/A,2,8.5,1.5,8.9,3.7,2.4,1.8,1.9,3.25,0.5,0,0.5,0,,1,,MA43
3MA43,N/A,12025.43,3,45970,N/A,2,8.67,1,8.2,3.6,2.4,1.8,2.5,3.07,0.3,0,0.3,0,,1,,MA43
3WG43,N/A,12025.43,3,45995,N/A,2,8.6,1.5,8.6,3.8,2.5,1.7,1.8,3.21,0.2,0,0.2,0,,1,,MA43
1MA46,N/A,12025.46,3,45980,N/A,7,27.25,5,15.3,5.7,4,2.3,2.2,8.29,12.2,1.5,13.7,0.12295082,7,1,,MA46
2MA46,N/A,12025.46,3,45980,N/A,7,24.7,3.5,14.8,5.7,3.6,1.9,2.1,8.35,11.4,0,11.4,0,,1,,MA46
3MA46,N/A,12025.46,3,45980,N/A,7,28.9,6,14.8,5.8,4,2.1,2,8.1,12.2,2.7,14.9,0.221311475,7,1,,MA46
1MA46,N/A,12025.46,3,45980,N/A,4,17.7,3.5,12.9,4.9,2.9,2,2.2,6.08,5.7,0,5.7,0,,1,,MA46
2MA46,N/A,12025.46,3,45980,N/A,4,15.6,3,12.2,4.7,3.1,2.1,2.2,5.96,5,0,5,0,,1,,MA46
3MA46,N/A,12025.46,3,45980,N/A,4,18.8,3,12.8,5.5,3.9,2,2.3,6.4,6.5,0,6.5,0,,1,,MA46
1MA46,N/A,12025.46,3,45980,N/A,2,8.9,2,8.6,4.3,3,1.9,1.9,3.31,0,0,0,0,,1,,MA46
2MA46,N/A,12025.46,3,45980,N/A,2,7.1,2,8.2,3.7,2.7,1.9,2.2,2.78,0,0,0,0,,1,,MA46
3MA46,N/A,12025.46,3,45980,N/A,2,8.8,3,9,3.6,2.6,2.2,1.9,3.5,1.1,0,1.1,0,,1,,MA46
1MA52,76458,12025.52,3,45981,45988,8,28.8,4,15.9,5.9,4.3,2.3,2.2,8.57,13.7,4,17.7,0.291970803,,1,,MA52
2MA52,76457,12025.52,3,45981,45988,8,35.2,13,16.7,6.4,4.4,2.5,2.7,8.64,17.8,8.6,26.4,0.483146067,,1,,MA52
3MA52,76459,12025.52,3,45981,45988,8,33.8,10.2,16.6,6,4.4,2.4,2.8,8.66,17.5,8.9,26.4,0.508571429,,1,,MA52
1MA52,76458,12025.52,3,45981,45988,7,23.8,3,14.8,5.3,3.8,2.3,2.1,6.57,10.8,0.9,11.7,0.083333333,7,1,,MA52
2MA52,76457,12025.52,3,45981,45988,7,31.6,7,16.6,6.3,4.2,2,2.9,8.28,15,3.8,18.8,0.253333333,7,1,,MA52
3MA52,76459,12025.52,3,45981,45988,7,29.8,6,15.8,5.8,3.5,2.2,2.3,7.96,15.4,2,17.4,0.12987013,7,1,,MA52
1MA52,76458,12025.52,3,45981,45988,4,10.9,2.5,10.3,4,2.9,2,2.1,3.94,1.9,0,1.9,0,,1,,MA52
